Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,RelevantEducationLevel,JobLevel,JobRole,MaritalStatus,NumCompaniesWorked,OverTime,InterviewScore,ResumeScore,RequestedBenefits,TotalWorkingYears,PreferredSkills,YearsAtCurrentCompany,RelevantExperience,JobType,SalaryExpectation,Ethnicity,Gender,HIRED
53,Travel_Rarely,Research & Development,2,Doctorate,Technical Degree,Medium,Experienced,Manufacturing Director,Married,0,No,Outstanding,Average,Yes,34,High,33,7,full_time,High,non-minority,Female,NO
32,Non-Travel,Research & Development,1,Master,Technical Degree,High,Intermediate,Research Scientist,Married,4,No,Low,Average,Yes,9,High,6,5,full_time,Average,non-minority,Male,NO
48,Travel_Rarely,Research & Development,15,Master,Other,High,Entry Level,Research Scientist,Married,8,No,Low,Outstanding,Yes,10,High,8,2,full_time,Average,non-minority,Female,NO
34,Travel_Rarely,Research & Development,7,Master,Medical,High,Entry Level,Research Scientist,Single,1,No,Outstanding,High,No,1,High,1,0,full_time,Average,non-minority,Female,NO
55,Travel_Rarely,Sales,26,Doctorate,Marketing,Medium,Experienced,Manager,Married,1,No,Outstanding,High,Yes,36,High,36,6,full_time,High,non-minority,Male,NO
34,Travel_Rarely,Research & Development,1,Master,Life Sciences,High,Intermediate,Research Scientist,Married,9,No,Outstanding,Average,Yes,9,High,2,2,full_time,High,non-minority,Female,NO
26,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,High,Entry Level,Research Scientist,Married,1,No,Outstanding,Low,No,1,Medium,1,0,full_time,High,non-minority,Female,NO
38,Travel_Rarely,Sales,14,Bachelor,Life Sciences,High,Intermediate,Sales Executive,Married,0,No,Average,Outstanding,Yes,10,High,9,8,full_time,Low,non-minority,Male,NO
38,Travel_Rarely,Sales,16,Bachelor,Life Sciences,High,Intermediate,Sales Executive,Single,2,No,Average,Average,No,8,Medium,3,2,full_time,High,non-minority,Female,NO
36,Travel_Rarely,Sales,1,Master,Life Sciences,High,Intermediate,Sales Executive,Single,6,No,High,Low,No,15,Medium,1,0,full_time,Average,minority,Female,NO
29,Travel_Rarely,Research & Development,3,Below College,Medical,High,Entry Level,Laboratory Technician,Single,1,Yes,Low,Outstanding,No,10,High,10,9,full_time,High,non-minority,Male,NO
39,Travel_Rarely,Sales,6,Bachelor,Medical,Very High,Experienced,Sales Executive,Married,2,No,High,Low,Yes,11,High,7,6,full_time,Low,non-minority,Male,NO
29,Travel_Frequently,Research & Development,2,Below College,Life Sciences,High,Intermediate,Healthcare Representative,Divorced,1,No,Outstanding,Outstanding,Yes,6,Low,6,4,full_time,High,non-minority,Female,NO
50,Travel_Rarely,Sales,9,Bachelor,Marketing,High,Experienced,Manager,Married,4,Yes,High,High,Yes,27,Medium,1,0,full_time,Average,minority,Male,NO
23,Travel_Rarely,Research & Development,10,Bachelor,Technical Degree,Very High,Entry Level,Research Scientist,Married,2,No,High,Outstanding,Yes,4,Medium,2,2,full_time,Average,non-minority,Male,NO
36,Travel_Frequently,Research & Development,6,Master,Life Sciences,Very High,Intermediate,Laboratory Technician,Married,3,Yes,Low,Outstanding,Yes,9,High,3,2,full_time,Average,non-minority,Male,NO
42,Travel_Rarely,Research & Development,9,College,Other,Medium,Experienced,Manager,Single,8,No,Outstanding,Outstanding,No,24,Medium,1,0,full_time,High,minority,Male,NO
34,Travel_Frequently,Research & Development,10,Master,Technical Degree,Medium,Intermediate,Healthcare Representative,Married,1,No,Low,Average,Yes,8,High,8,2,full_time,Average,minority,Male,NO
40,Travel_Rarely,Sales,14,College,Life Sciences,High,Intermediate,Sales Executive,Married,1,No,Low,High,Yes,5,Medium,0.6,4,full_time,Average,non-minority,Female,NO
35,Travel_Rarely,Research & Development,7,College,Life Sciences,Medium,Entry Level,Laboratory Technician,Married,1,No,Outstanding,Outstanding,Yes,1,Medium,1,0,full_time,High,non-minority,Female,NO
46,Travel_Rarely,Sales,1,Master,Life Sciences,Very High,Experienced,Manager,Single,1,No,Low,Average,No,27,Medium,26,0,full_time,Average,non-minority,Male,NO
28,Travel_Rarely,Research & Development,24,Bachelor,Medical,High,Entry Level,Laboratory Technician,Married,1,Yes,Average,High,Yes,1,High,1,1,full_time,High,non-minority,Female,NO
22,Non-Travel,Research & Development,26,College,Other,Medium,Entry Level,Research Scientist,Married,1,Yes,High,Average,No,4,Medium,4,2,full_time,High,non-minority,Female,NO
50,Travel_Frequently,Research & Development,20,Doctorate,Medical,High,Experienced,Healthcare Representative,Married,2,Yes,Low,High,Yes,32,High,30,8,full_time,Average,minority,Male,NO
32,Travel_Rarely,Research & Development,5,Master,Other,Very High,Entry Level,Research Scientist,Married,3,No,Outstanding,Outstanding,No,6,High,3,2,full_time,High,non-minority,Female,NO
44,Travel_Rarely,Research & Development,7,Bachelor,Medical,High,Experienced,Research Director,Divorced,0,Yes,Outstanding,Outstanding,Yes,23,High,22,7,full_time,High,non-minority,Female,NO
31,Travel_Frequently,Sales,2,Master,Other,High,Intermediate,Sales Executive,Single,7,No,Low,Outstanding,No,10,High,5,2,full_time,Average,non-minority,Male,NO
36,Travel_Rarely,Research & Development,12,Master,Life Sciences,High,Intermediate,Manufacturing Director,Married,9,Yes,High,Average,No,7,Medium,3,2,contract,Average,non-minority,Female,NO
34,Travel_Frequently,Research & Development,10,Master,Life Sciences,Very High,Intermediate,Manufacturing Director,Divorced,1,No,Outstanding,Low,Yes,9,High,9,7,full_time,Average,non-minority,Male,NO
32,Travel_Rarely,Research & Development,25,Master,Life Sciences,High,Entry Level,Laboratory Technician,Married,1,No,Low,Outstanding,Yes,10,High,0.6,6,contract,Average,non-minority,Female,NO
39,Travel_Rarely,Research & Development,10,Doctorate,Medical,High,Intermediate,Manufacturing Director,Married,2,No,Low,Outstanding,Yes,10,High,7,7,contract,Average,non-minority,Male,NO
27,Travel_Rarely,Research & Development,19,Bachelor,Other,Medium,Entry Level,Laboratory Technician,Divorced,1,No,Low,Low,No,7,High,7,7,full_time,Low,non-minority,Male,NO
28,Travel_Rarely,Research & Development,27,Bachelor,Medical,Low,Intermediate,Manufacturing Director,Divorced,0,No,Low,Average,Yes,6,Medium,5,3,full_time,High,non-minority,Female,NO
21,Travel_Rarely,Research & Development,5,Below College,Medical,High,Entry Level,Research Scientist,Single,1,No,Outstanding,High,No,3,Medium,2,2,full_time,High,non-minority,Female,NO
18,Travel_Frequently,Sales,3,College,Medical,High,Entry Level,Sales Representative,Single,1,Yes,Outstanding,High,No,0,Medium,0,0,full_time,Average,minority,Female,NO
47,Travel_Rarely,Human Resources,26,Master,Life Sciences,High,Experienced,Manager,Married,3,No,Low,High,Yes,27,Medium,5,2,full_time,Low,minority,Female,NO
40,Travel_Rarely,Research & Development,15,Bachelor,Life Sciences,Medium,Experienced,Manufacturing Director,Married,1,No,Low,Outstanding,No,18,Medium,18,15,full_time,Average,minority,Female,NO
37,Travel_Rarely,Research & Development,19,Bachelor,Life Sciences,High,Intermediate,Manufacturing Director,Married,3,No,High,Low,Yes,9,Medium,4,3,full_time,High,non-minority,Male,NO
39,Travel_Frequently,Research & Development,4,Bachelor,Medical,High,Intermediate,Manufacturing Director,Single,0,No,High,Outstanding,No,10,Medium,9,2,contract,Average,non-minority,Female,NO
38,Travel_Rarely,Research & Development,2,College,Medical,Medium,Experienced,Manufacturing Director,Married,3,Yes,Low,Outstanding,Yes,10,Medium,0.3,4,full_time,High,minority,Female,NO
37,Travel_Rarely,Research & Development,10,Bachelor,Medical,High,Entry Level,Research Scientist,Married,1,No,Average,Low,Yes,8,Medium,8,4,full_time,Low,non-minority,Female,NO
40,Travel_Rarely,Research & Development,16,Bachelor,Life Sciences,High,Experienced,Manufacturing Director,Single,6,Yes,Outstanding,Outstanding,No,18,Medium,0.6,2,contract,Average,non-minority,Female,NO
48,Travel_Frequently,Research & Development,4,Doctorate,Medical,Medium,Experienced,Manager,Married,2,No,Outstanding,Average,Yes,23,High,2,2,full_time,High,non-minority,Male,NO
35,Travel_Rarely,Sales,15,College,Medical,Low,Intermediate,Sales Executive,Divorced,6,Yes,Outstanding,Outstanding,No,7,Medium,2,2,full_time,Average,non-minority,Male,NO
27,Travel_Rarely,Research & Development,8,Bachelor,Medical,Very High,Entry Level,Research Scientist,Married,7,No,High,Low,No,5,Low,0.3,2,full_time,High,non-minority,Female,NO
27,Travel_Frequently,Research & Development,2,Bachelor,Medical,High,Entry Level,Research Scientist,Single,2,No,Outstanding,High,No,6,Low,4,2,contract,Average,non-minority,Male,NO
40,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,High,Entry Level,Laboratory Technician,Single,3,Yes,Low,Average,No,10,High,4,2,full_time,Average,non-minority,Male,NO
29,Travel_Rarely,Sales,10,Bachelor,Medical,Medium,Intermediate,Sales Executive,Single,9,No,High,High,No,8,Medium,5,2,full_time,Low,non-minority,Male,NO
25,Travel_Frequently,Research & Development,2,Below College,Life Sciences,Very High,Intermediate,Manufacturing Director,Divorced,1,No,High,High,No,7,Medium,7,7,full_time,High,non-minority,Female,NO
39,Travel_Rarely,Research & Development,12,Bachelor,Medical,High,Intermediate,Manufacturing Director,Married,4,No,Low,High,No,7,High,5,4,contract,High,minority,Female,NO
49,Travel_Rarely,Research & Development,22,Master,Other,High,Experienced,Research Director,Married,3,No,Average,Average,No,27,Medium,4,2,full_time,Average,non-minority,Female,NO
50,Travel_Rarely,Research & Development,17,Doctorate,Life Sciences,Medium,Experienced,Research Director,Divorced,5,No,Low,High,Yes,19,High,0.3,11,full_time,Average,non-minority,Female,NO
20,Travel_Rarely,Sales,2,Bachelor,Medical,High,Entry Level,Sales Representative,Single,1,No,Low,Low,No,2,High,2,2,full_time,High,minority,Female,NO
36,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,High,Entry Level,Laboratory Technician,Single,2,No,Low,High,No,15,High,4,3,full_time,Low,minority,Male,NO
36,Non-Travel,Research & Development,1,Master,Medical,Medium,Intermediate,Manufacturing Director,Married,0,No,High,High,No,4,Medium,3,2,full_time,High,non-minority,Female,NO
36,Travel_Rarely,Research & Development,3,College,Life Sciences,Very High,Intermediate,Healthcare Representative,Divorced,6,No,Low,Low,Yes,13,High,5,4,full_time,High,non-minority,Female,NO
54,Travel_Rarely,Research & Development,22,Doctorate,Medical,High,Experienced,Manager,Married,3,No,Low,High,Yes,36,Medium,10,8,full_time,High,minority,Female,NO
33,Travel_Rarely,Sales,2,Master,Medical,High,Intermediate,Sales Executive,Divorced,1,No,Outstanding,High,No,6,Medium,6,2,contract,Average,non-minority,Male,NO
32,Travel_Rarely,Research & Development,2,Bachelor,Medical,High,Intermediate,Research Scientist,Divorced,0,No,Low,High,No,10,High,9,5,full_time,Average,minority,Male,NO
49,Travel_Rarely,Research & Development,16,Bachelor,Medical,High,Entry Level,Laboratory Technician,Divorced,4,Yes,Low,Average,Yes,17,Medium,2,2,full_time,Average,non-minority,Female,NO
38,Travel_Frequently,Research & Development,2,Bachelor,Medical,Medium,Entry Level,Laboratory Technician,Single,1,No,Average,Average,No,4,High,4,3,full_time,High,non-minority,Female,NO
47,Travel_Rarely,Sales,2,Master,Life Sciences,Very High,Experienced,Manager,Divorced,6,No,Low,High,Yes,29,Medium,3,2,full_time,Average,minority,Female,NO
36,Travel_Rarely,Research & Development,26,Master,Life Sciences,High,Intermediate,Healthcare Representative,Married,6,No,High,Average,No,10,Medium,3,2,contract,Average,non-minority,Male,NO
44,Travel_Rarely,Human Resources,1,Bachelor,Life Sciences,High,Entry Level,Human Resources,Divorced,4,Yes,Outstanding,Low,Yes,8,Medium,2,2,full_time,High,non-minority,Female,NO
23,Travel_Rarely,Research & Development,8,Below College,Medical,Medium,Entry Level,Laboratory Technician,Single,1,Yes,High,Low,No,5,Medium,5,4,full_time,Low,non-minority,Male,NO
38,Travel_Rarely,Research & Development,4,College,Medical,High,Entry Level,Laboratory Technician,Married,7,No,High,Outstanding,Yes,7,Medium,0,0,contract,High,non-minority,Female,NO
53,Travel_Rarely,Research & Development,24,Master,Medical,Very High,Experienced,Healthcare Representative,Married,3,No,Outstanding,High,No,11,Medium,4,3,full_time,Average,non-minority,Male,NO
32,Travel_Rarely,Research & Development,2,Master,Life Sciences,High,Entry Level,Laboratory Technician,Single,1,No,Low,Low,No,1,Medium,1,0,full_time,Average,minority,Female,NO
55,Travel_Rarely,Research & Development,22,Bachelor,Technical Degree,Medium,Entry Level,Research Scientist,Divorced,5,No,Average,Outstanding,Yes,8,Low,4,2,full_time,Average,non-minority,Male,NO
34,Travel_Rarely,Research & Development,5,College,Medical,Medium,Intermediate,Laboratory Technician,Married,1,No,Outstanding,High,Yes,15,High,15,10,full_time,Average,non-minority,Male,NO
60,Travel_Rarely,Research & Development,1,Master,Medical,Low,Experienced,Healthcare Representative,Divorced,3,No,Outstanding,High,Yes,19,Medium,1,0,full_time,High,non-minority,Male,NO
23,Travel_Rarely,Sales,7,Bachelor,Life Sciences,High,Entry Level,Sales Representative,Divorced,1,Yes,Outstanding,Average,Yes,3,Medium,3,2,full_time,High,non-minority,Male,NO
44,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Very High,Experienced,Healthcare Representative,Married,1,Yes,Outstanding,Average,Yes,9,Medium,8,7,full_time,High,non-minority,Female,NO
29,Travel_Rarely,Research & Development,9,Master,Medical,High,Entry Level,Laboratory Technician,Married,9,No,Low,High,Yes,9,Medium,0,3,full_time,High,minority,Female,NO
36,Travel_Rarely,Sales,2,Master,Life Sciences,High,Intermediate,Sales Representative,Single,3,No,Outstanding,High,No,17,Medium,0.3,7,contract,Average,non-minority,Female,NO
24,Travel_Rarely,Human Resources,22,Below College,Human Resources,Low,Entry Level,Human Resources,Married,1,No,High,High,Yes,1,Medium,1,0,contract,Low,minority,Male,NO
47,Travel_Frequently,Sales,9,Bachelor,Life Sciences,Low,Experienced,Sales Executive,Married,7,No,High,High,No,25,High,23,5,full_time,Low,non-minority,Male,NO
26,Travel_Rarely,Research & Development,17,Master,Medical,Low,Entry Level,Laboratory Technician,Married,1,No,High,High,Yes,3,High,3,2,full_time,Average,non-minority,Male,NO
45,Travel_Rarely,Research & Development,28,College,Technical Degree,Medium,Experienced,Research Director,Single,1,No,Low,High,No,21,Medium,0.3,6,full_time,Low,minority,Female,NO
32,Travel_Frequently,Research & Development,10,Bachelor,Life Sciences,High,Entry Level,Research Scientist,Married,6,No,Low,Low,Yes,10,High,5,2,full_time,Average,minority,Male,NO
41,Non-Travel,Human Resources,4,Bachelor,Human Resources,Low,Intermediate,Human Resources,Married,6,No,Average,Average,Yes,10,High,3,2,full_time,High,non-minority,Male,NO
40,Travel_Rarely,Research & Development,8,College,Life Sciences,High,Intermediate,Manufacturing Director,Married,2,Yes,Low,Average,Yes,18,High,1,0,full_time,High,minority,Female,NO
35,Travel_Rarely,Research & Development,27,Master,Life Sciences,High,Intermediate,Manufacturing Director,Married,2,No,Low,Average,Yes,17,High,7,7,full_time,Average,minority,Male,NO
47,Non-Travel,Sales,2,Master,Marketing,High,Intermediate,Sales Executive,Married,7,No,Low,Outstanding,Yes,4,High,1,0,full_time,Low,minority,Male,NO
36,Travel_Rarely,Sales,13,Doctorate,Marketing,Medium,Intermediate,Sales Executive,Divorced,5,Yes,Low,Average,Yes,16,High,2,2,full_time,Average,non-minority,Male,NO
32,Travel_Rarely,Sales,1,College,Life Sciences,Low,Intermediate,Sales Executive,Single,6,No,Average,Average,No,10,Medium,0,0,contract,Average,minority,Male,NO
23,Travel_Rarely,Research & Development,4,Below College,Medical,High,Entry Level,Laboratory Technician,Single,1,No,Average,High,No,3,High,0,2,full_time,Average,non-minority,Female,NO
31,Travel_Frequently,Research & Development,24,Below College,Technical Degree,High,Intermediate,Manufacturing Director,Single,2,No,Outstanding,Outstanding,No,9,High,5,4,full_time,High,non-minority,Female,NO
39,Non-Travel,Research & Development,1,Bachelor,Life Sciences,High,Intermediate,Laboratory Technician,Married,1,Yes,Outstanding,Outstanding,Yes,9,Medium,9,8,full_time,Average,non-minority,Male,NO
32,Travel_Rarely,Sales,19,Bachelor,Life Sciences,Low,Experienced,Sales Executive,Married,3,No,High,High,Yes,10,Medium,4,3,full_time,Average,non-minority,Male,NO
30,Travel_Frequently,Research & Development,2,Master,Technical Degree,Medium,Entry Level,Research Scientist,Single,0,No,Low,Outstanding,No,10,Medium,9,7,full_time,High,non-minority,Female,NO
24,Travel_Frequently,Human Resources,10,Bachelor,Medical,High,Entry Level,Human Resources,Married,0,No,Outstanding,Outstanding,Yes,3,Medium,2,2,contract,Average,non-minority,Male,NO
30,Travel_Frequently,Human Resources,8,Bachelor,Human Resources,Medium,Entry Level,Human Resources,Divorced,6,No,Outstanding,High,Yes,6,Low,4,2,contract,Low,non-minority,Female,NO
31,Travel_Rarely,Sales,5,Bachelor,Technical Degree,High,Intermediate,Sales Executive,Married,1,No,Low,High,Yes,6,High,5,2,full_time,High,minority,Male,NO
29,Travel_Rarely,Sales,9,Bachelor,Marketing,Low,Entry Level,Sales Representative,Single,1,No,Average,High,No,2,High,2,2,full_time,Average,non-minority,Female,NO
30,Travel_Rarely,Sales,15,College,Marketing,Medium,Experienced,Sales Executive,Divorced,2,No,Low,Low,Yes,12,Medium,7,7,full_time,Low,non-minority,Male,NO
34,Travel_Rarely,Research & Development,2,Master,Medical,Very High,Entry Level,Research Scientist,Married,0,Yes,Outstanding,Low,Yes,6,High,5,0,full_time,Average,non-minority,Male,NO
